avg_brightness,max_brightness,std_brightness,avg_red,avg_green,avg_blue,green_ratio,yellow_ratio,red_ratio,edge_count,contour_area,hue_mean,saturation_mean,value_mean,label,image_name,label_name
119.4689,233,56.01302378,150.1089,111.8058,78.5465,0.0006,0.0886,0.2084,779,149.5,16.5242,125.5598,151.3493,2,1e5120f6-IMG_2979_4.jpg,yellow
95.4807,251,75.95732241,116.5325,91.9226,58.7504,0.0492,0.077,0.2036,558,115.5,19.1833,127.8371,120.4681,2,1e559343-IMG_3599_0.jpg,yellow
81.6916,244,70.31208921,103.0219,77.8759,45.2789,0.002,0.1256,0.1541,662,96,17.9922,142.1522,105.3424,2,1e5a1ec5-IMG_3585_0.jpg,yellow
85.8117,245,70.45526838,110.3443,80.8037,47.4492,0,0.0998,0.1795,756,210.5,17.2226,135.6136,112.7149,2,203328b3-IMG_3566_0.jpg,yellow
98.4931,254,75.15833655,114.1753,96.5404,67.5562,0.0724,0.096,0.1001,1095,267.5,19.6915,120.3407,117.2187,2,2275151f-IMG_2751_0.jpg,yellow
107.4397,249,73.41159148,130.6142,103.0174,69.565,0.0631,0.0739,0.2024,1041,142,19.1761,123.6431,134.4537,2,2372b34e-IMG_3025_0.jpg,yellow
109.5076,251,76.6413292,131.1781,106.8421,66.3829,0.0086,0.2018,0.1452,902,87.5,20.4643,140.653,134.5032,2,2372b34e-IMG_3025_1.jpg,yellow
106.2624,250,65.89033272,139.4821,99.5361,53.8016,0,0.2636,0.2785,1176,253,18.1736,164.1,141.214,2,2372b34e-IMG_3025_2.jpg,yellow
101.146,244,67.02220143,128.3611,96.8324,51.988,0.0005,0.2503,0.2239,913,186,20.7223,160.0403,130.9205,2,2372b34e-IMG_3025_3.jpg,yellow
81.3331,252,82.70932804,89.9162,80.5749,63.3966,0.0374,0.02,0.0758,825,55.5,18.8761,76.5892,92.4721,2,2372b34e-IMG_3025_4.jpg,yellow
92.6294,252,81.01385471,101.0372,93.2977,67.2572,0.1591,0.025,0.0972,707,38,26.3844,100.2999,108.2353,2,240454ff-IMG_2790_3.jpg,yellow
82.6975,245,72.5937366,104.1464,78.7623,46.5002,0.0002,0.1398,0.1375,725,133.5,17.5871,139.3933,106.0536,2,24a4e52b-IMG_3584_0.jpg,yellow
100.0216,251,73.89514824,123.2141,95.965,60.2489,0.0568,0.1001,0.2037,679,47.5,18.997,136.0678,127.3777,2,25a5d7d3-IMG_3310_0.jpg,yellow
116.9065,250,80.46232135,138.4481,113.1008,79.9143,0.0828,0.0549,0.1933,549,85,19.7088,123.5368,142.0682,2,25cc6853-IMG_3618_0.jpg,yellow
101.6281,252,69.44404791,121.6537,98.4468,65.446,0.0756,0.1313,0.1523,1166,2740.5,19.8032,130.3184,124.8201,2,25e393e8-IMG_2753_0.jpg,yellow
82.3623,245,70.85758279,103.3015,78.7696,46.0353,0,0.129,0.1544,663,133.5,18.0034,138.511,105.8348,2,262a6bac-IMG_3275_0.jpg,yellow
106.731,248,79.80668919,128.2367,102.5442,72.1131,0,0.0934,0.1746,1090,3313.5,18.4022,127.8747,130.6326,2,2671eb99-IMG_2811_2.jpg,yellow
78.9939,242,68.29456393,98.786,75.7086,44.0312,1.00E-04,0.1412,0.1443,601,121.5,18.0964,132.9806,101.3787,2,268fd8ce-IMG_3283_0.jpg,yellow
110.7113,246,73.19078325,138.1026,104.7082,69.9687,0.0004,0.1004,0.2169,916,2816.5,19.161,134.5855,140.9181,2,26dbeae3-IMG_2813_2.jpg,yellow
118.4337,252,70.1250027,140.9392,113.5192,84.5908,0.0835,0.0703,0.2263,867,2348,18.7927,119.8813,143.6393,2,27c64f68-IMG_2976_0.jpg,yellow
125.478,254,74.02601648,149.9817,119.4003,92.4839,0.046,0.0352,0.219,986,2490.5,18.5121,116.353,151.8727,2,27c64f68-IMG_2976_1.jpg,yellow
109.8747,254,75.272214,131.3978,105.0375,78.3104,0.068,0.0729,0.1614,799,107,19.5244,124.9179,133.6081,2,27c64f68-IMG_2976_2.jpg,yellow
82.3702,253,71.67117239,102.2857,78.1376,51.6775,0.0699,0.0356,0.1453,870,146.5,21.0444,140.7991,104.8407,2,27c64f68-IMG_2976_3.jpg,yellow
80.3209,243,69.61045412,100.9915,76.9377,43.6358,0,0.1625,0.1511,655,145.5,18.2598,137.2952,103.2616,2,28bbff36-IMG_3276_0.jpg,yellow
89.1655,246,72.01954394,110.9202,85.1353,52.935,0.0004,0.0923,0.2008,594,69.5,18.696,130.1094,113.9752,2,28dcf978-IMG_3591_0.jpg,yellow
104.3002,254,74.335673,125.194,101.2587,65.2088,0.0877,0.0678,0.1921,820,116,21.9495,134.5617,129.7356,2,29a0ae5d-IMG_2937_0.jpg,yellow
106.5774,241,70.73369218,135.4182,100.6927,61.3146,0,0.2046,0.2434,911,112.5,17.9659,146.8079,136.9749,2,29a0ae5d-IMG_2937_1.jpg,yellow
104.7483,242,71.5575499,133.085,98.1016,64.6994,0.0003,0.0987,0.2327,951,169,16.5599,140.0898,134.6865,2,29a0ae5d-IMG_2937_2.jpg,yellow
104.6369,253,75.33404448,124.4102,101.9232,66.8334,0.0455,0.0791,0.1347,992,132.5,19.5765,130.3903,128.3792,2,29a0ae5d-IMG_2937_3.jpg,yellow
110.8853,250,80.73144706,131.8851,106.937,76.2037,0.1032,0.0559,0.1754,1015,139,18.8411,119.9209,136.0055,2,29a0ae5d-IMG_2937_4.jpg,yellow
99.4733,251,77.14046725,124.0881,94.1985,62.3,0.0395,0.0716,0.2161,745,91,17.6171,130.8339,127.5055,2,2a17e9b5-IMG_3248_4.jpg,yellow
91.6861,248,71.49300082,117.3126,86.5525,51.0201,0.0176,0.1308,0.1743,763,214.5,17.53,140.5187,119.9429,2,2a9f7d40-IMG_3262_0.jpg,yellow
133.8407,252,86.73186568,149.5802,132.4924,99.3136,0.1212,0.0467,0.1257,674,218.5,22.6543,113.0146,154.6834,2,2baae113-IMG_3335_4.jpg,yellow
118.0109,251,74.54524117,137.1118,114.4332,86.5029,0.0111,0.1538,0.1694,1395,1158,27.5655,109.8188,142.0565,2,2bd027f0-IMG_2801_4.jpg,yellow
104.8816,253,74.19034426,123.8873,101.8618,70.7344,0.092,0.0972,0.1799,930,141,21.41,120.698,127.813,2,2e184b60-IMG_2932_0.jpg,yellow
114.2635,245,72.76284126,140.1908,109.3824,71.4227,0.0008,0.1742,0.2034,899,85.5,18.2282,134.6263,142.3972,2,2e184b60-IMG_2932_1.jpg,yellow
105.9765,246,74.28714659,132.4857,100.2969,65.7993,0.0048,0.169,0.1892,1079,2449,16.6938,133.8741,133.5055,2,2e184b60-IMG_2932_2.jpg,yellow
100.1529,251,75.65509581,121.4439,96.3656,63.9522,0.0586,0.0781,0.1619,960,122,18.55,126.1799,124.7876,2,2e184b60-IMG_2932_3.jpg,yellow
105.4647,248,78.39865276,125.3485,101.4231,74.2146,0.0919,0.058,0.1693,933,190.5,18.3481,111.2555,128.7733,2,2e184b60-IMG_2932_4.jpg,yellow
92.7635,246,71.22114832,117.3041,88.2526,51.5081,0.0022,0.114,0.1999,711,197,18.8876,141.9247,120.916,2,2f26bb1d-IMG_3266_0.jpg,yellow
102.5918,252,72.4893949,123.7342,98.9637,65.8956,0.1174,0.0627,0.201,801,102,21.254,130.3202,128.1346,2,2f742ac2-IMG_3017_0.jpg,yellow
120.0467,247,72.42739757,145.7593,115.4119,76.6593,0.0307,0.1313,0.2351,911,116,20.1857,134.4994,149.2933,2,2f742ac2-IMG_3017_1.jpg,yellow
111.0855,248,73.42032001,138.3484,105.2016,69.9944,0.0431,0.0584,0.2296,911,324.5,18.1935,135.6531,141.5472,2,2f742ac2-IMG_3017_2.jpg,yellow
112.7655,249,74.94245065,136.7902,108.8761,69.853,0.0906,0.0725,0.1878,867,403.5,20.4835,138.5004,141.5657,2,2f742ac2-IMG_3017_3.jpg,yellow
110.7156,242,71.89881443,137.9979,105.1466,67.99,0.1317,0.0649,0.2539,833,144,19.2239,142.0101,142.8636,2,2f742ac2-IMG_3017_4.jpg,yellow
92.7694,254,69.17257711,115.9952,87.7185,57.9989,0.0753,0.0643,0.2273,702,114,17.995,130.3201,118.9665,2,2fba2966-IMG_2963_0.jpg,yellow
121.707,236,67.02033685,146.0488,116.058,86.9262,0.0077,0.0799,0.2095,654,2305,18.6509,118.4489,147.5566,2,2fba2966-IMG_2963_1.jpg,yellow
128.301,254,70.071826,150.3147,123.5522,95.0145,0.0449,0.0603,0.1699,1140,1901.5,18.1813,110.3695,152.3931,2,2fba2966-IMG_2963_2.jpg,yellow
112.8259,253,82.7475002,130.8163,109.8127,81.2102,0.0642,0.068,0.1133,1102,245,19.3508,118.3246,133.4688,2,2fba2966-IMG_2963_3.jpg,yellow
112.694,255,70.16552547,139.44,106.1285,76.4749,0.0419,0.0598,0.2144,1044,2801.5,17.3907,131.1881,141.2206,2,2fba2966-IMG_2963_4.jpg,yellow
102.1364,254,74.88511998,121.6918,98.9185,67.5547,0.1136,0.0742,0.19,779,70.5,22.0874,119.9854,126.0922,2,300c7fb3-IMG_3012_0.jpg,yellow
115.629,244,71.071074,138.8582,111.5398,75.9194,0.0244,0.1236,0.1891,847,77,19.1043,125.5565,142.1257,2,300c7fb3-IMG_3012_1.jpg,yellow
102.9721,244,75.28197873,130.1225,96.195,66.6696,0.0122,0.0474,0.2262,789,181.5,16.1862,131.8496,131.853,2,300c7fb3-IMG_3012_2.jpg,yellow
95.1374,250,76.74728999,114.3824,92.0683,60.4579,0.095,0.0574,0.1484,923,142,19.6711,128.598,118.4568,2,300c7fb3-IMG_3012_3.jpg,yellow
108.4449,253,76.96459033,131.0784,103.9249,72.4856,0.1021,0.074,0.2125,917,177,19.3579,122.7412,135.3299,2,300c7fb3-IMG_3012_4.jpg,yellow
87.0391,247,71.37966637,110.9246,81.8298,51.2598,0.0003,0.0992,0.1736,739,135.5,16.8692,130.5322,112.8659,2,3074cdb2-IMG_3659_0.jpg,yellow
106.2077,251,77.04000624,128.6709,102.124,68.3971,0.0478,0.0688,0.2112,1038,118.5,19.3249,130.7652,132.5568,2,3086340e-IMG_2945_0.jpg,yellow
84.1108,250,72.96647945,103.6086,82.0781,43.5272,0.0078,0.2024,0.1236,760,64.5,19.8625,162.7389,106.6748,2,3086340e-IMG_2945_1.jpg,yellow
83.3359,238,70.59238961,106.9551,78.6061,45.4423,0,0.1257,0.1502,782,140,17.2154,142.851,108.8815,2,309adf64-IMG_3576_0.jpg,yellow
91.0439,247,71.31934361,115.2048,86.6525,50.5957,0,0.1096,0.1978,715,108,18.6513,142.3204,118.7013,2,30cdc576-IMG_3268_0.jpg,yellow
88.3546,249,75.34712641,108.0196,85.5667,51.3254,0.0007,0.0729,0.1861,662,80.5,19.3162,134.3519,112.086,2,30d8d4b1-IMG_3632_0.jpg,yellow
97.9972,249,75.47462085,123.3021,92.3526,61.0112,0.0647,0.0595,0.2362,631,62,17.9945,130.0721,126.9153,2,30f8143c-IMG_3246_4.jpg,yellow
96.8681,244,72.369971,120.9496,92.0748,58.5257,0.0181,0.0989,0.2065,647,93,18.3471,133.3167,123.9739,2,3125a41a-IMG_3647_0.jpg,yellow
104.565,252,74.9996705,122.9805,101.3651,72.7869,0.0703,0.0678,0.15,1144,349,18.9537,115.6564,125.9813,2,314ac3f0-IMG_2749_0.jpg,yellow
88.0753,246,74.12631132,112.4275,82.9693,50.7524,0.0032,0.0993,0.1733,870,289.5,16.9259,132.7095,114.6693,2,31b5645a-IMG_3567_0.jpg,yellow
99.7805,245,76.68888524,122.7074,95.1498,63.662,0.0139,0.0664,0.1815,760,79.5,18.0417,137.1958,125.6643,2,31f2142d-IMG_2996_0.jpg,yellow
103.4311,246,75.58064602,127.1157,98.6399,66.0456,0,0.1107,0.1162,917,193.5,16.8037,127.58,128.686,2,31f2142d-IMG_2996_1.jpg,yellow
97.3479,241,72.21238305,124.9912,91.1418,56.7867,0.0076,0.0682,0.1798,1059,266,17.2046,140.6548,127.431,2,31f2142d-IMG_2996_2.jpg,yellow
93.6276,247,77.48249427,114.3616,89.789,58.9832,0,0.113,0.0878,988,175,17.0661,135.7194,115.9843,2,31f2142d-IMG_2996_3.jpg,yellow
114.7156,241,70.00491066,142.0062,107.9736,77.8924,0,0.0996,0.1872,897,199.5,15.8237,129.5143,143.3751,2,31f2142d-IMG_2996_4.jpg,yellow
104.6678,252,77.8765436,127.3377,100.9411,64.4144,0.0908,0.0512,0.2269,593,36,20.2145,139.2752,132.2292,2,33d32851-IMG_3626_0.jpg,yellow
97.9741,246,71.06046741,118.0587,94.4025,63.6208,0.0813,0.1144,0.1703,1134,211.5,19.599,128.1481,121.1438,2,34ea2ade-IMG_2760_2.jpg,yellow
103.1741,254,76.09169987,125.6716,99.5086,63.2229,0.1101,0.0666,0.2082,735,130,20.4602,133.8705,131.1362,2,3546c26c-IMG_3315_0.jpg,yellow
99.9884,250,77.6350608,125.0609,94.4277,63.0436,0.0179,0.0719,0.2094,730,117.5,16.7188,131.8998,128.0571,2,357e7f7f-IMG_3250_4.jpg,yellow
121.5155,248,75.42564657,144.804,117.1265,82.9569,0.0772,0.0571,0.2277,1079,149,19.9438,125.8367,149.0658,2,3637a3d5-IMG_2940_0.jpg,yellow
97.4643,248,70.78283638,122.124,93.4603,53.3966,0.0242,0.1185,0.1993,883,72,19.8042,154.1792,125.9755,2,3637a3d5-IMG_2940_1.jpg,yellow
102.553,251,67.29488681,136.9229,93.6366,58.3243,0,0.1163,0.3221,854,103,16.643,158.8823,138.0143,2,3637a3d5-IMG_2940_2.jpg,yellow
89.9691,247,66.1026667,122.9366,82.2382,43.2009,0,0.1935,0.2911,824,75,17.4778,165.2314,123.5619,2,3637a3d5-IMG_2940_3.jpg,yellow
102.2286,251,78.98893304,122.1739,98.9703,66.9475,0.0179,0.0458,0.1711,722,106,19.8171,123.1885,125.7728,2,3637a3d5-IMG_2940_4.jpg,yellow
120.8448,251,82.01404827,144.0859,115.8728,85.6737,0.0753,0.064,0.1843,1174,281,18.7597,116.8035,147.3068,2,389303f7-IMG_3009_0.jpg,yellow
87.9565,253,77.42346032,103.4233,85.927,58.1576,0.0896,0.0555,0.1146,801,115.5,19.1914,119.2454,107.1127,2,389303f7-IMG_3009_1.jpg,yellow
118.3057,251,78.45656408,139.9738,114.2293,82.516,0.0489,0.0905,0.1666,938,110,18.3443,120.0639,142.7837,2,389303f7-IMG_3009_2.jpg,yellow
102.8697,253,75.22375105,122.1431,99.9624,67.4879,0.12,0.0786,0.162,892,88.5,20.8064,125.2762,126.4902,2,389303f7-IMG_3009_3.jpg,yellow
92.3107,246,74.28548153,113.3149,88.6729,56.0901,0.0111,0.0901,0.2019,505,59.5,18.8583,128.5679,116.7467,2,38ad1f1b-IMG_3598_0.jpg,yellow
119.5562,245,73.25483494,144.465,114.405,80.8689,0.0066,0.0793,0.1901,960,261,18.6071,128.5069,147.3433,2,38dcdbae-IMG_2984_0.jpg,yellow
120.3865,244,68.91808847,146.3529,115.0231,79.9699,0.0744,0.0946,0.1832,1067,2135.5,18.0894,127.0868,149.2298,2,38dcdbae-IMG_2984_1.jpg,yellow
112.4224,245,73.82846997,137.819,107.0138,73.7553,0.0695,0.079,0.1921,1105,208,17.786,127.499,140.5509,2,38dcdbae-IMG_2984_2.jpg,yellow
105.5458,243,78.3807636,128.8285,100.8279,68.8318,0.0041,0.0819,0.1266,1186,531,17.2179,129.5406,130.6629,2,38dcdbae-IMG_2984_3.jpg,yellow
115.8018,245,69.57964441,146.7986,108.0193,74.6437,1.00E-04,0.0553,0.2193,1105,405.5,16.3823,134.4382,148.7035,2,38dcdbae-IMG_2984_4.jpg,yellow
98.3874,253,72.21145699,118.4687,95.1966,62.3201,0.1224,0.0612,0.189,732,90,21.4808,131.8107,123.0791,2,390efd7f-IMG_3014_0.jpg,yellow
121.329,249,72.08959675,147.3927,116.5885,77.445,0.0251,0.1307,0.2184,860,78.5,20.1485,135.148,150.9017,2,390efd7f-IMG_3014_1.jpg,yellow
107.5041,242,72.59221434,135.233,101.2916,66.9377,0.0443,0.0504,0.235,835,140,17.7532,137.4949,138.2793,2,390efd7f-IMG_3014_2.jpg,yellow
104.2006,250,80.91442492,125.0838,100.8948,66.4536,0.1008,0.0578,0.1576,869,134.5,19.4554,133.7313,129.524,2,390efd7f-IMG_3014_3.jpg,yellow
105.3239,253,78.73247607,126.8844,101.577,68.1553,0.1262,0.0686,0.192,983,151.5,19.8298,128.0261,131.9563,2,390efd7f-IMG_3014_4.jpg,yellow
91.6163,243,74.45775496,114.5804,86.9043,55.7675,0.0066,0.1248,0.1507,855,324.5,17.0325,127.0105,116.6955,2,3ac8ed93-IMG_3261_0.jpg,yellow
106.6869,251,75.829107,126.2133,103.1696,73.6824,0.0656,0.0782,0.1504,1205,2023,19.3169,114.475,129.12,2,3aebde90-IMG_2748_0.jpg,yellow
96.1297,248,70.60010112,116.5462,91.7504,65.3868,0.0069,0.1407,0.1862,888,153,23.4146,123.3483,120.8594,2,3b854070-IMG_2808_3.jpg,yellow
120.4903,249,82.74127329,141.4008,116.9114,84.1054,0.0532,0.0579,0.1786,655,101.5,19.7801,120.0013,144.5961,2,3bc377e4-IMG_3617_0.jpg,yellow
122.3095,252,79.47577184,140.6573,119.6491,88.0908,0.0996,0.0465,0.1601,656,112.5,20.9128,111.7202,145.059,2,3c63d114-IMG_3237_4.jpg,yellow
91.2054,247,71.55355904,116.445,85.9484,52.0079,0.0038,0.1063,0.1879,805,195,17.297,138.1875,118.8792,2,3d07f9fe-IMG_3650_0.jpg,yellow
136.9556,252,85.57575959,151.4202,135.84,104.7288,0.1083,0.0445,0.1179,533,98.5,22.3134,102.8928,155.8303,2,3d7a8359-IMG_3331_0.jpg,yellow
87.5873,246,72.95502984,111.3967,82.4848,51.3357,0.0089,0.0874,0.1825,790,218.5,17.0622,135.4687,113.7043,2,3e120616-IMG_3651_0.jpg,yellow
81.8395,240,72.10320339,104.4516,77.4324,44.9258,0.0003,0.1151,0.1378,774,129,17.1488,144.6208,106.4319,2,3e6f2ce6-IMG_3577_0.jpg,yellow
84.7874,246,70.74624231,106.7808,80.8467,47.6106,0.0015,0.1161,0.1758,643,143.5,18.47,133.5611,109.7938,2,3eac615c-IMG_3272_0.jpg,yellow
98.7005,250,73.69241073,120.6574,94.9323,60.7965,0.0502,0.0634,0.2176,646,140.5,19.6847,127.9784,124.9953,2,3f20c93b-IMG_3600_0.jpg,yellow
108.4666,248,81.16756917,126.5869,105.5554,76.2294,0.0583,0.0735,0.1283,934,125.5,18.9188,122.3931,130.0176,2,3fed1556-IMG_2999_0.jpg,yellow
101.8569,252,78.98929815,122.4136,98.3349,66.2718,0.0749,0.0966,0.1615,818,301,18.7098,118.0149,125.8023,2,3fed1556-IMG_2999_1.jpg,yellow
95.4571,246,81.02308658,114.6292,91.753,64.3702,0.0711,0.0447,0.1359,859,241.5,17.3341,122.1918,117.4938,2,3fed1556-IMG_2999_2.jpg,yellow
93.501,248,77.5419667,113.9143,89.8462,58.7385,0,0.0888,0.1034,1109,189,17.9445,135.3392,115.8371,2,3fed1556-IMG_2999_3.jpg,yellow
107.3743,244,75.57141126,132.8726,100.9662,73.5117,0.0012,0.0657,0.1731,1188,432,15.3281,121.9225,134.3252,2,3fed1556-IMG_2999_4.jpg,yellow
85.7914,243,70.55188365,109.7583,80.5043,50.1441,0,0.0976,0.1796,756,150.5,16.7222,131.6676,111.7071,2,40b5c6c6-IMG_3658_0.jpg,yellow
98.9432,254,73.90514173,117.4135,96.1524,64.9712,0.1003,0.0918,0.1848,810,144,21.8524,121.7479,121.631,2,410ed307-IMG_2933_0.jpg,yellow
111.1257,243,72.613706,136.2295,106.268,70.3812,0.0072,0.1423,0.2047,852,78,18.075,130.6283,138.5247,2,410ed307-IMG_2933_1.jpg,yellow
107.2782,246,70.45053161,134.979,101.6993,63.35,0.0029,0.1835,0.1947,1102,144.5,16.9342,138.3552,136.2685,2,410ed307-IMG_2933_2.jpg,yellow
100.7578,250,73.74439734,122.5603,96.9737,63.1493,0.0875,0.0875,0.1701,1026,136.5,19.2063,130.4881,126.2518,2,410ed307-IMG_2933_3.jpg,yellow
104.5235,251,76.40608384,125.0568,100.5898,71.0592,0.1058,0.0574,0.1814,903,162,19.225,117.5468,129.2632,2,410ed307-IMG_2933_4.jpg,yellow
85.8991,254,78.12755672,100.315,83.4125,61.3063,0,0.1275,0.0964,915,160.5,17.5512,91.9209,100.8262,2,4122187a-IMG_3005_0.jpg,yellow
83.6769,251,71.77924147,104.2512,79.5987,51.0636,0,0.1895,0.1641,568,86.5,18.1197,122.5892,105.0613,2,4122187a-IMG_3005_1.jpg,yellow
111.3617,250,72.34654707,134.7745,106.6314,74.4166,0.0824,0.0755,0.1885,1156,2559.5,19.0726,129.6323,138.2056,2,43354a5b-IMG_2955_0.jpg,yellow
104.0152,253,77.28662477,122.7559,101.6271,67.0877,0.0911,0.0807,0.1234,1070,108.5,20.8556,132.9457,127.0158,2,43354a5b-IMG_2955_1.jpg,yellow
109.4282,253,68.93963914,135.6236,104.8105,64.4573,0.0178,0.164,0.1928,833,55,20.1641,149.8164,138.4855,2,43354a5b-IMG_2955_2.jpg,yellow
103.2579,252,64.68960958,131.3557,97.8859,57.1085,0,0.1991,0.2712,789,11.5,21.368,154.0737,133.6712,2,43354a5b-IMG_2955_3.jpg,yellow
91.791,252,73.79084035,111.3169,88.3078,58.6909,0.0835,0.0791,0.1689,825,114.5,20.3637,120.2941,114.5416,2,43354a5b-IMG_2955_4.jpg,yellow
77.1351,247,68.00502958,98.947,72.9038,41.493,0.0275,0.0971,0.1426,757,191.5,17.3735,137.3937,101.6131,2,43903b32-IMG_3299_0.jpg,yellow
113.0438,252,75.99746892,134.1261,109.7228,75.0284,0.1673,0.0565,0.2091,885,2547.5,21.1566,127.7718,139.974,2,43c4fbc1-IMG_2769_0.jpg,yellow
119.7783,243,71.49564287,144.5262,114.6911,81.2515,0.002,0.0785,0.1866,930,179,18.3234,129.23,147.3213,2,4461e47e-IMG_2985_0.jpg,yellow
112.1001,249,70.61161859,137.015,107.0497,72.8086,0.066,0.0966,0.182,997,176,18.0096,124.7987,139.7568,2,4461e47e-IMG_2985_1.jpg,yellow
116.699,247,73.81630713,142.1598,111.3887,77.24,0.0668,0.0877,0.1853,1075,413,17.7157,129.2224,144.8871,2,4461e47e-IMG_2985_2.jpg,yellow
107.6458,246,78.14382856,131.2826,102.9317,69.9989,0,0.0928,0.1285,1164,498.5,17.284,130.2241,133.0334,2,4461e47e-IMG_2985_3.jpg,yellow
113.3158,242,69.44227581,144.0962,105.5859,72.4997,0.0005,0.0582,0.2148,1129,322.5,16.3966,135.5711,146.0365,2,4461e47e-IMG_2985_4.jpg,yellow
113.981,253,72.30601247,136.6913,109.9656,75.1011,0.1416,0.0743,0.1948,983,185.5,20.5619,127.4376,141.8629,2,45de4de7-IMG_2734_0.jpg,yellow
125.1243,250,68.24953809,147.5747,121.1409,86.7507,0.133,0.0932,0.2013,789,124.5,20.9353,118.3628,152.2432,2,45e47034-IMG_2726_0.jpg,yellow
124.5233,250,74.21680845,148.0241,120.1137,85.6768,0.1416,0.0689,0.2098,816,2573,20.3512,123.6805,152.6974,2,461a6beb-IMG_2725_0.jpg,yellow
116.3613,251,79.18465358,137.6288,112.8345,78.7161,0.0831,0.0474,0.2035,571,216,19.9614,122.8542,141.8321,2,4687a04f-IMG_3609_0.jpg,yellow
97.5878,246,75.85464977,123.2275,92.0453,59.1009,0.0158,0.0945,0.1672,896,1970,17.0405,130.1682,125.7017,2,478768b9-IMG_3259_0.jpg,yellow
102.2843,250,73.91885466,129.013,96.5723,61.7582,0.0686,0.075,0.2357,688,199.5,18.5342,139.6017,133.0521,2,47e591cf-IMG_3245_4.jpg,yellow
88.1475,244,70.64940583,109.9296,84.2806,50.7641,0.0202,0.1246,0.1622,653,156,18.2965,131.9859,113.0301,2,49bc03ab-IMG_3265_0.jpg,yellow
94.341,253,71.23243306,112.3374,91.5027,62.0842,0.0334,0.1058,0.1759,786,93,21.7263,116.7554,115.8792,2,49d81921-IMG_2929_0.jpg,yellow
115.3221,247,74.66597988,139.6709,110.8817,74.3922,0.0015,0.1524,0.1975,907,114.5,18.6348,129.6936,141.9851,2,49d81921-IMG_2929_1.jpg,yellow
109.4868,242,68.9664674,138.8241,103.2851,64.601,0.0013,0.185,0.2173,983,116.5,16.8847,144.3707,140.0686,2,49d81921-IMG_2929_2.jpg,yellow
104.9833,245,75.47167695,125.9274,101.1139,70.0656,0.0546,0.0634,0.1586,998,131,18.7869,122.2435,129.1625,2,49d81921-IMG_2929_3.jpg,yellow
111.5326,247,78.21309952,132.7283,107.1608,78.5502,0.0984,0.0546,0.1845,1007,173.5,18.6314,114.9308,136.4613,2,49d81921-IMG_2929_4.jpg,yellow
103.2701,254,72.81993921,121.3799,100.3611,70.8726,0.0517,0.1097,0.1753,919,99,20.7303,115.1977,124.7488,2,4b1ba2d6-IMG_2928_0.jpg,yellow
120.7067,248,73.62137512,144.7214,116.3968,79.8937,0,0.1497,0.1902,904,194,18.8392,125.8056,147.204,2,4b1ba2d6-IMG_2928_1.jpg,yellow
106.2233,245,68.62682593,135.0153,100.237,61.549,0.0006,0.1998,0.2062,957,87.5,16.9898,143.3586,136.2432,2,4b1ba2d6-IMG_2928_2.jpg,yellow
103.5853,253,75.86507183,124.6692,99.7841,67.9403,0.0492,0.076,0.1543,1004,137.5,19.0163,125.5679,128.0274,2,4b1ba2d6-IMG_2928_3.jpg,yellow
109.7326,246,76.8434714,130.9757,105.528,75.6844,0.1029,0.0588,0.1894,901,275.5,18.941,118.9999,134.8136,2,4b1ba2d6-IMG_2928_4.jpg,yellow
79.4496,249,68.74662363,102.4414,74.6014,43.9897,0.024,0.0817,0.1626,774,205,17.1429,131.5863,105.121,2,4b698e45-IMG_3303_0.jpg,yellow
78.0523,247,67.3543938,100.108,73.6139,42.7393,0.0278,0.0907,0.1406,742,198,17.1684,135.1504,102.6866,2,4b85c92e-IMG_3301_0.jpg,yellow
103.7491,251,76.44389674,128.0538,99.1935,63.4457,0.0361,0.0983,0.2247,718,85.5,19.2993,134.515,131.6139,2,4c36637c-IMG_2951_0.jpg,yellow
104.4713,252,91.29009024,118.1101,104.5062,68.5039,0,0.2696,0.0777,527,153.5,20.4973,142.6435,120.4175,2,4c36637c-IMG_2951_1.jpg,yellow
89.1209,243,78.8387131,109.5493,86.4202,49.5369,0,0.2543,0.1485,683,63.5,18.4476,154.4884,110.6443,2,4c36637c-IMG_2951_2.jpg,yellow
85.2474,252,75.29813539,99.5313,83.2112,58.6937,0.0323,0.0664,0.1203,592,34.5,20.8573,102.5548,101.9262,2,4c36637c-IMG_2951_3.jpg,yellow
89.4052,252,74.1479859,108.2401,87.2546,51.0863,0,0.2381,0.1283,607,82.5,20.5396,144.7943,110.0373,2,4c36637c-IMG_2951_4.jpg,yellow
116.5548,251,75.39625055,138.0874,113.4031,76.3956,0.1147,0.0587,0.1868,624,61,20.887,132.0283,143.3459,2,4d2e1a64-IMG_3320_0.jpg,yellow
111.9651,251,72.49397963,134.473,107.9942,73.4449,0.1336,0.097,0.1963,859,246,20.4193,133.7594,139.1051,2,4d3f5960-IMG_2824_0.jpg,yellow
116.3487,252,79.71040276,137.1239,112.8696,79.7608,0.0651,0.0473,0.1923,601,187.5,19.8884,119.8051,141.11,2,4d8b3efe-IMG_3608_0.jpg,yellow
102.0905,252,78.48656515,120.3852,99.57,67.1491,0.0982,0.0857,0.1316,1209,189,19.9482,128.4044,124.5456,2,4e3c6c0e-IMG_2744_0.jpg,yellow
101.4812,252,72.49427458,123.4069,98.2352,60.8152,0.1136,0.0844,0.2023,833,100,21.6639,140.2399,128.2827,2,4e427256-IMG_2938_0.jpg,yellow
